Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2025-05-15,mutual fund redemption Class memory drop.,37528.66,CREDIT,Investment,Income,
2024-08-02,zomato Attack development.,19770.26,Debit,Food Delivery,Expense,
2024-09-30,advance payment Push most apply.,15890.32,CREDIT,Advance,Income,
2025-05-16,CREDITED Also want action.,35243.24,CR,Other,Income,
2024-07-21,grocery Treat amount out.,14910.2,Debit,Grocery,Expense,
2024-12-16,swiggy Phone far clear.,4148.62,Debit,Food Delivery,Expense,
2025-03-19,commission Explain our every.,67331.43,Credit,Commission,Income,
2024-10-15,TRADING ACCOUNT Congress carry foot.,4633.86,Debit,Other,Savings,
2025-03-24,swiggy Each prepare.,1974.67,DR,Food Delivery,Expense,
2024-10-19,paytm Movement although.,3815.17,DR,Wallet/Recharge,Expense,
2025-06-15,STOCKS Offer so expect.,5749.4,DEBIT,Other,Savings,
2024-11-18,rent Raise dark deep.,5437.66,Debit,Rent,Expense,
2024-08-01,food Push compare Mrs.,11180.8,Debit,Food,Expense,
2024-12-16,shopping Himself guess her.,5240.99,Debit,Shopping,Expense,
2025-06-19,FD interest South site certain.,73793.86,CR,Interest,Income,
2024-11-10,credited Shoulder focus.,40181.83,Credit,Other,Income,
2024-07-28,food Difficult camera.,17391.57,DR,Food,Expense,
2025-06-07,REIMBURSEMENT Than herself.,39456.23,CREDIT,Reimbursement,Income,
2025-02-02,electricity bill Mother some himself.,15084.95,Debit,Other,Expense,
2024-12-12,rent Agency within let.,19121.56,DR,Rent,Expense,
2024-08-10,swiggy Wide language.,389.23,DR,Food Delivery,Expense,
2024-10-30,swiggy American seek.,10025.35,Debit,Food Delivery,Expense,
2025-01-23,reimbursement Trade project style.,22212.89,CR,Reimbursement,Income,
2025-05-30,FD BOOKING Firm difficult try.,6596.46,CR,Investment,Savings,
2025-04-01,shopping Push happen discuss.,9592.63,Debit,Shopping,Expense,
2025-06-03,grocery Simple sit other.,15628.55,Debit,Grocery,Expense,
2025-07-01,food Mission produce.,594.31,DR,Food,Expense,
2024-12-30,fuel Young we field.,302.24,DR,Fuel,Expense,
2024-12-07,GOLD BOND Above speech point.,3837.28,CR,Other,Savings,
2025-03-04,amazon Wait them college.,13169.8,Debit,Shopping,Expense,
2025-01-01,zomato Floor family east.,18061.41,DR,Food Delivery,Expense,
2025-05-16,emi Least do right.,13663.75,DR,Loan,Expense,
2024-07-17,SHARE PURCHASE Reflect at.,5022.24,DR,Other,Savings,
2025-03-02,expense claim Discuss now camera.,19235.42,CREDIT,Reimbursement,Income,
2025-04-21,refund Skill remember.,39226.62,CREDIT,Refund,Income,
2024-10-09,fuel Become wear while.,16608.08,Debit,Fuel,Expense,
2025-05-16,rent Plan stage firm win.,16422.87,Debit,Rent,Expense,
2025-04-23,shopping Certain a site.,15715.05,DEBIT,Shopping,Expense,
2024-12-25,advance payment Bill sort seek wide.,23245.97,Credit,Advance,Income,
2024-11-08,shopping Admit air.,6621.23,DEBIT,Shopping,Expense,
2025-02-06,dividend credit Heavy describe own.,47793.79,CR,Investment,Income,
2024-07-05,food Employee their trip.,1201.77,Debit,Food,Expense,
2024-09-07,emi American century.,17354.44,Debit,Loan,Expense,
2025-01-15,paytm Ahead kind fund.,934.43,Debit,Wallet/Recharge,Expense,
2025-06-19,insurance payout Subject my fall PM.,49950.12,CREDIT,Insurance,Income,
2025-02-11,maturity proceeds Rich explain for.,6964.75,CR,Savings,Income,
2024-10-27,paytm Coach opportunity.,5987.83,DR,Wallet/Recharge,Expense,
2024-10-16,MUTUAL FUND PURCHASE Need than word lead.,5379.16,DEBIT,Investment,Savings,
2024-09-23,amazon Figure film notice.,3820.1,DEBIT,Shopping,Expense,
2024-08-11,FD RENEWAL Occur say offer.,2429.08,CREDIT,Investment,Savings,
2024-10-14,electricity bill Now tell two drive.,4481.55,Debit,Other,Expense,
2025-03-23,KOTAK MF Central Congress.,9803.35,Debit,Other,Savings,
2024-12-27,refund Agency even value.,63890.31,CREDIT,Refund,Income,
2025-04-30,SUKANYA SAMRIDDHI Step common because.,7343.56,Debit,Other,Savings,
2024-10-04,reimbursement Girl edge car out.,27512.68,CR,Reimbursement,Income,
2025-05-26,icici pru Under usually.,2798.64,CR,Other,Savings,
2024-09-21,IMPS credit Officer perhaps.,32816.97,CREDIT,IMPS,Income,
2025-01-30,royalty Consumer successful.,64268.55,CREDIT,Royalty,Income,
2025-07-01,payment from Best kid center.,52698.35,CR,Other,Income,
2025-03-01,grocery Practice tend us.,18066.53,Debit,Grocery,Expense,
2025-03-20,DEBIT TO MUTUAL FUND Old beautiful.,3426.37,DEBIT,Investment,Savings,
2025-04-22,zomato Surface special.,16695.95,DR,Food Delivery,Expense,
2024-12-31,electricity bill Others pick easy.,4950.97,DEBIT,Other,Expense,
2024-09-27,INVESTMENT FUND Include collection.,6312.22,Debit,Other,Savings,
2025-05-10,paytm Challenge school.,14396.27,DEBIT,Wallet/Recharge,Expense,
2024-11-06,zomato Six their school.,13387.31,DR,Food Delivery,Expense,
2024-12-17,amazon Nearly understand.,17576.81,Debit,Shopping,Expense,
2024-07-17,SAVINGS DEPOSIT Lawyer in phone.,3291.14,Debit,Savings,Savings,
2024-08-14,shopping Whole easy section.,16288.84,DEBIT,Shopping,Expense,
2025-02-01,amazon Doctor just sell we.,15102.91,DR,Shopping,Expense,
2024-11-10,TRANSFER TO SAVINGS DEPOSIT Prepare stage.,5254.9,Credit,Savings,Savings,
2025-01-08,BONUS RECEIVED Quality argue her.,44884.79,Credit,Salary,Income,
2024-11-11,final settlement Medical order now.,10540.18,CR,Settlement,Income,
2025-03-24,emi Movement allow.,17483.27,DEBIT,Loan,Expense,
2024-12-24,shopping Only though fast.,1718.58,DR,Shopping,Expense,
2025-05-14,ACH/NEFT credit Increase bad yes.,22520.62,CR,Other,Income,
2025-02-10,amazon Again try house a.,15956.0,Debit,Shopping,Expense,
2024-11-03,INTEREST CREDIT Off kind gas.,32655.44,CREDIT,Interest,Income,
2024-07-18,rent South likely.,6876.2,DR,Rent,Expense,
2025-01-09,employer credit Last daughter.,65236.1,Credit,Salary,Income,
2025-05-31,emi Whom himself later.,5597.02,DEBIT,Loan,Expense,
2025-04-08,electricity bill Their health idea.,19258.19,DR,Other,Expense,
2024-09-21,paytm Together century.,11544.59,DEBIT,Wallet/Recharge,Expense,
2025-06-15,emi Role name like bad.,9084.28,DR,Loan,Expense,
2025-01-23,fd Prepare get one.,1985.68,Debit,Investment,Savings,
2024-10-10,KOTAK MF Stuff phone.,3081.95,CR,Other,Savings,
2025-04-17,rent Carry development.,10130.28,Debit,Rent,Expense,
2024-12-20,REFUND Environment science.,38739.05,Credit,Refund,Income,
2025-05-21,royalty Seem real red unit.,54303.01,Credit,Royalty,Income,
2024-07-31,fd Open its month off.,7326.21,Debit,Investment,Savings,
2024-09-28,employer credit Fly professional.,32080.45,CREDIT,Salary,Income,
2024-11-13,zomato Effect floor.,2534.01,DR,Food Delivery,Expense,
2025-02-28,emi Way play phone.,19987.6,Debit,Loan,Expense,
2024-08-11,swiggy Part not give phone.,12994.47,DR,Food Delivery,Expense,
2024-08-08,SAVINGS DEPOSIT Long simply study.,4248.4,Credit,Savings,Savings,
2025-05-24,amazon Something four bad.,12476.94,DEBIT,Shopping,Expense,
2024-08-13,zomato Specific main arm.,3154.76,DR,Food Delivery,Expense,
2024-07-09,salary transfer Follow week edge.,53468.96,Credit,Salary,Income,
2025-01-17,electricity bill Major herself later.,17174.4,DEBIT,Other,Expense,
2024-08-02,reversal On bring.,51420.16,CR,Reversal,Income,
2024-09-20,settlement Low themselves.,60568.06,CR,Settlement,Income,
2025-02-03,RECEIVED FROM Help develop father.,15033.63,CR,Other,Income,
2025-03-16,rent Race listen.,1122.13,Debit,Rent,Expense,
2025-04-23,food Work too another.,3271.29,Debit,Food,Expense,
2025-05-25,SGB Yes be personal.,9926.11,Credit,Other,Savings,
2025-06-29,CREDITED BY Wear friend travel.,37384.95,CREDIT,Other,Income,
2025-05-16,shopping Billion entire.,1422.04,DEBIT,Shopping,Expense,
2024-07-16,grocery Law cut entire Mrs.,12773.5,DEBIT,Grocery,Expense,
2025-04-03,salary credit Town age with level.,6933.57,CREDIT,Salary,Income,
2025-05-07,award Environmental.,53781.56,Credit,Investment,Income,
2024-08-07,swiggy My whether finally.,2163.78,Debit,Food Delivery,Expense,
2025-05-21,reimbursement Piece shoulder.,42892.1,CREDIT,Reimbursement,Income,
2024-12-08,zomato Blue improve nearly.,919.18,Debit,Food Delivery,Expense,
2025-06-14,FD interest Enter section.,38667.35,CR,Interest,Income,
2024-07-23,salary from Couple good well.,42034.01,Credit,Salary,Income,
2024-11-16,paytm Budget specific.,10758.8,DR,Wallet/Recharge,Expense,
2024-10-03,paytm West forward allow.,9982.72,DR,Wallet/Recharge,Expense,
2025-06-12,expense claim Term quite project.,35095.78,CREDIT,Reimbursement,Income,
2025-04-24,emi Never rather read.,17893.89,DEBIT,Loan,Expense,
2024-09-14,food Film last beat.,11145.91,DR,Food,Expense,
2024-12-25,paytm Attention out.,16315.81,DR,Wallet/Recharge,Expense,
2025-05-01,swiggy Practice final.,18556.94,Debit,Food Delivery,Expense,
2024-11-30,TATA AIA Health their charge.,695.19,CREDIT,Other,Savings,
2025-04-24,bank transfer Suffer mission.,44301.62,Credit,Transfer,Income,
2024-12-28,NATIONAL PENSION SYSTEM Might forget oil.,5466.18,Credit,Pension,Savings,
2024-12-30,emi Ready mission.,17535.66,Debit,Loan,Expense,
2025-05-17,salary credited Bed start clear let.,36037.05,Credit,Salary,Income,
2025-04-08,SALARY PAYMENT Late challenge.,10984.83,Credit,Salary,Income,
2025-03-30,profit share Standard who your.,61684.32,CREDIT,Investment,Income,
2024-11-22,shopping Begin kid provide.,7330.52,DR,Shopping,Expense,
2024-11-03,grocery Rise option reduce.,16556.43,Debit,Grocery,Expense,
2024-11-26,grocery Read product.,7608.04,DR,Grocery,Expense,
2025-05-14,swiggy Allow matter art.,323.55,Debit,Food Delivery,Expense,
2025-03-09,TATA AIA Expert smile street.,4043.3,Debit,Other,Savings,
2025-05-05,GOLD BOND Reduce go cultural.,9372.82,CR,Other,Savings,
2024-11-13,grocery Western travel.,5683.95,DR,Grocery,Expense,
2024-11-03,zomato Ground force Mr.,3601.98,DR,Food Delivery,Expense,
2025-05-09,swiggy Teacher magazine.,6822.94,DEBIT,Food Delivery,Expense,
2024-11-20,gift received Without toward.,67795.21,Credit,Gift,Income,
2025-01-03,AUTO TRANSFER TO RD Major guy against.,5144.3,CR,Investment,Savings,
2025-02-25,fuel Others food too.,6944.17,DEBIT,Fuel,Expense,
2025-05-07,fuel Call suggest front.,4505.97,Debit,Fuel,Expense,
2025-06-13,electricity bill Those particular.,10165.8,Debit,Other,Expense,
2025-05-09,maturity proceeds Record cover into.,64758.17,CR,Savings,Income,
2024-10-08,swiggy Gas identify minute.,6081.12,DEBIT,Food Delivery,Expense,
2024-11-27,expense claim Require scientist.,21618.97,CREDIT,Reimbursement,Income,
2025-02-28,swiggy Form upon dog yeah.,3304.72,Debit,Food Delivery,Expense,
2025-02-16,online transfer Pick test some.,25585.56,CREDIT,Transfer,Income,
2025-03-04,paytm Throughout draw.,2587.4,DEBIT,Wallet/Recharge,Expense,
2025-03-07,FD INTEREST CREDIT Approach newspaper.,7812.12,Debit,Interest,Savings,
2024-09-17,fuel Poor particularly.,1618.99,Debit,Fuel,Expense,
2025-05-29,TERM PLAN Program Mrs market.,6051.61,CREDIT,Other,Savings,
2024-08-14,electricity bill Fly easy food laugh.,1762.98,Debit,Other,Expense,
2025-06-28,emi Science pass season.,9830.64,DEBIT,Loan,Expense,
2025-06-15,MUTUAL FUND PURCHASE Clear house series.,9356.19,Credit,Investment,Savings,
2025-01-19,shopping Dream information.,10404.02,DR,Shopping,Expense,
2024-09-02,SHAREKHAN Democratic human.,1776.7,CREDIT,Other,Savings,
2025-07-01,SUKANYA SAMRIDDHI Blood wind voice.,9717.53,Credit,Other,Savings,
2024-12-12,shopping Congress reflect.,11103.25,DEBIT,Shopping,Expense,
2025-06-17,amazon Sometimes son.,15334.95,DR,Shopping,Expense,
2025-05-28,shopping Set degree space.,19897.94,DEBIT,Shopping,Expense,
2025-03-14,online transfer Hard church race.,28512.17,CR,Transfer,Income,
2025-04-26,RECEIVED FROM Difference apply.,65693.91,CREDIT,Other,Income,
2024-11-29,electricity bill System side list.,4404.0,DEBIT,Other,Expense,
2024-07-24,zomato Worry night parent.,11353.57,DEBIT,Food Delivery,Expense,
2024-07-31,paytm Low dark whom third.,10761.49,DEBIT,Wallet/Recharge,Expense,
2024-11-20,fuel After age though.,15424.98,Debit,Fuel,Expense,
2025-01-21,GROWW Father establish.,7293.97,CR,Other,Savings,
2025-05-29,swiggy Likely movement.,15862.25,Debit,Food Delivery,Expense,
2024-11-16,emi Unit live everyone.,17511.41,DR,Loan,Expense,
2024-11-04,food None see born agent.,6031.97,DEBIT,Food,Expense,
2025-05-07,shopping Same control police.,9169.49,DR,Shopping,Expense,
2024-07-05,rent Center role see.,14148.13,DR,Rent,Expense,
2024-08-30,food Large stay baby.,6999.27,DR,Food,Expense,
2024-12-24,insurance claim Business understand.,23370.1,Credit,Insurance,Income,
2024-10-28,SAVINGS ACCOUNT Next do produce.,598.21,DEBIT,Savings,Savings,
2025-06-08,stipend Quality moment Mrs.,52994.15,CR,Stipend,Income,
2024-07-08,paytm Various something.,9970.02,Debit,Wallet/Recharge,Expense,
2024-12-14,electricity bill Guy only safe look.,8374.29,DEBIT,Other,Expense,
2024-09-30,fuel Water Republican.,12387.07,Debit,Fuel,Expense,
2024-10-12,AUTO TRANSFER TO RD Set safe both edge.,5129.92,CREDIT,Investment,Savings,
2025-03-29,swiggy Message seat.,11373.57,DEBIT,Food Delivery,Expense,
2025-04-19,grocery Artist trip affect.,4980.49,DEBIT,Grocery,Expense,
2024-07-16,emi Impact actually.,9146.74,Debit,Loan,Expense,
2025-04-02,PREMIUM PAID Several win appear.,2826.36,DR,Loan,Savings,
2025-06-03,amazon Modern necessary.,7219.34,DR,Shopping,Expense,
2024-11-26,swiggy Plant likely.,16221.25,Debit,Food Delivery,Expense,
2024-12-23,grocery Free like lose.,19643.52,DEBIT,Grocery,Expense,
2024-11-08,electricity bill Beyond term.,18948.69,Debit,Other,Expense,
2025-02-01,amazon Report it.,13393.66,Debit,Shopping,Expense,
2025-03-03,CREDIT Cultural outside.,76160.99,Credit,Other,Income,
2025-06-10,food Now see collection.,10122.54,DR,Food,Expense,
2025-05-12,zomato Cover rest whole.,17436.97,DR,Food Delivery,Expense,
2025-01-07,arrears Despite society.,9495.36,Credit,Salary,Income,
2025-06-10,SHAREKHAN Hand candidate.,7082.81,DR,Other,Savings,
2025-02-06,fd Girl quickly.,6806.0,DR,Investment,Savings,
2024-08-22,rent Again street help.,18066.0,DR,Rent,Expense,
2024-11-30,BAJAJ ALLIANZ Never herself dog.,9646.08,CR,Other,Savings,
2025-04-03,RECURRING DEPOSIT World miss stand.,9280.73,Debit,Other,Savings,
2025-06-10,grocery National.,19897.34,DEBIT,Grocery,Expense,
2024-08-29,zomato Individual.,17715.76,Debit,Food Delivery,Expense,
2024-12-15,zomato To role choose so.,13488.89,Debit,Food Delivery,Expense,
2025-04-17,SIP DEBIT Plant notice.,8746.92,CREDIT,Other,Savings,
2024-11-27,emi Reality support.,3169.14,DR,Loan,Expense,
2024-07-09,KVP Design often fly.,4430.02,DEBIT,Other,Savings,
2025-04-17,salary deposit Dream ok office.,71505.21,CR,Salary,Income,
2025-06-27,interest Space test return.,46340.35,CR,Interest,Income,
2024-11-26,stipend In good loss next.,15929.98,Credit,Stipend,Income,
2024-08-28,zomato Green discussion.,15450.12,DR,Food Delivery,Expense,
2024-08-31,shopping Test animal full.,15806.68,Debit,Shopping,Expense,
2024-10-03,fuel Real enough yet.,2942.97,DEBIT,Fuel,Expense,
2025-04-09,SALARY CREDITED Sort among support.,57682.3,CR,Salary,Income,
2025-04-19,zomato Property hair.,16236.69,Debit,Food Delivery,Expense,
2025-06-28,emi Security physical.,19633.5,Debit,Loan,Expense,
2024-08-15,NIPPON INDIA Continue drop throw.,8949.2,Credit,Other,Savings,
2024-08-27,bonus credit Treat break or.,36700.17,CR,Salary,Income,
2024-07-08,ACH/NEFT credit Fight find score.,7705.21,Credit,Other,Income,
2024-11-15,grocery Live work world.,403.98,DR,Grocery,Expense,
2025-01-03,stipend Surface education.,30924.77,CR,Stipend,Income,
2025-06-17,fuel Between foreign.,1508.81,DR,Fuel,Expense,
2024-10-30,emi Poor around door.,19444.13,DEBIT,Loan,Expense,
2024-08-18,shopping Standard decide.,17439.33,Debit,Shopping,Expense,
2024-10-03,arrears At citizen.,70204.25,Credit,Salary,Income,
2025-05-27,food Environment drive.,18640.48,DR,Food,Expense,
2024-10-09,paytm Job between type.,5155.11,Debit,Wallet/Recharge,Expense,
2024-07-11,RTGS credit Father determine.,72864.91,CREDIT,RTGS,Income,
2025-07-03,HDFC MF Activity good let.,2107.26,DR,Other,Savings,
2025-02-17,fuel Enter business Mrs.,11054.24,Debit,Fuel,Expense,
2024-12-07,grocery Best base claim lot.,5573.33,Debit,Grocery,Expense,
2024-12-24,SHARE PURCHASE Skill whose when.,4399.43,DR,Other,Savings,
2024-10-01,amazon Represent office.,8523.62,DEBIT,Shopping,Expense,
2025-05-13,stipend Image grow offer.,31124.72,CREDIT,Stipend,Income,
2025-01-27,transfer from Each strong night.,71437.53,Credit,Transfer,Income,
2024-07-08,maturity proceeds Pretty his letter.,21862.35,CR,Savings,Income,
2024-10-30,NIPPON INDIA Little executive.,4179.33,DR,Other,Savings,
2024-07-26,fuel Even still deal.,1531.08,DEBIT,Fuel,Expense,
2024-07-17,LIC Decade once reach.,6772.72,CREDIT,Insurance,Savings,
2025-06-05,electricity bill Actually every.,10772.44,DEBIT,Other,Expense,
2024-08-04,REIMBURSEMENT Stock rest goal.,7421.09,CREDIT,Reimbursement,Income,
2024-11-21,food Skill learn fall.,15788.6,DEBIT,Food,Expense,
2025-06-06,paytm Building personal.,15939.27,Debit,Wallet/Recharge,Expense,
2024-07-11,rent Stop compare word.,1162.39,DR,Rent,Expense,
2025-02-19,zomato Help culture.,19200.2,DEBIT,Food Delivery,Expense,
2024-07-15,SALARY CREDITED Offer two show.,67603.4,CREDIT,Salary,Income,
2025-01-02,food Put their early.,7173.28,DEBIT,Food,Expense,
2024-09-07,fuel Possible gas.,10226.24,DEBIT,Fuel,Expense,
2024-08-21,nps Probably along even.,5692.9,DR,Investment,Savings,
2024-11-09,ICICI PRU LIFE Often respond.,2245.97,CR,Other,Savings,
2025-06-01,food Food send poor.,14137.36,DEBIT,Food,Expense,
2025-05-25,CREDITED TO Them become low.,38216.26,CREDIT,Other,Income,
2024-08-19,SALARY DEPOSIT Test common.,45026.88,CR,Salary,Income,
2024-09-30,IMPS credit Appear night impact.,7891.08,CR,IMPS,Income,
2024-10-14,SALARY DEPOSIT Focus face skill.,52980.46,CR,Salary,Income,
2025-03-17,amazon Fine raise course.,8481.13,DR,Shopping,Expense,
2025-05-29,grocery Court front push.,14009.1,DR,Grocery,Expense,
2025-03-05,NPS Late executive.,6231.01,CR,Investment,Savings,
2025-05-14,KOTAK MF Her piece fly.,5570.18,Credit,Other,Savings,
2024-08-30,RENT RECEIVED Onto little media.,64258.29,CR,Rent,Income,
2025-04-13,incentive Your weight about.,50850.71,CREDIT,Other,Income,
2025-06-04,advance credit According spring.,12741.0,CR,Advance,Income,
2024-08-02,grocery Mr within produce.,8528.47,DEBIT,Grocery,Expense,
2025-03-08,paytm Base suddenly.,133.57,Debit,Wallet/Recharge,Expense,
2024-08-31,swiggy Step she politics.,9278.05,DEBIT,Food Delivery,Expense,
2024-11-21,emi Away newspaper.,15250.32,DR,Loan,Expense,
2024-10-12,HDFC LIFE Arm hand factor.,5715.15,Credit,Other,Savings,
2025-05-29,INVESTMENT FUND Forget phone must.,7136.85,CR,Other,Savings,
2024-08-02,paytm Performance about.,19354.92,DEBIT,Wallet/Recharge,Expense,
2025-03-31,amazon Record thought.,14075.09,Debit,Shopping,Expense,
2024-09-12,fuel Piece quite.,3399.81,Debit,Fuel,Expense,
2025-03-08,zomato Over simply morning.,9286.7,Debit,Food Delivery,Expense,
2025-01-20,swiggy Mrs safe Mr hair.,11983.88,DR,Food Delivery,Expense,
2024-09-15,emi Training place.,1152.29,Debit,Loan,Expense,
2024-07-06,RECURRING PAY Sure face medical.,6549.44,DEBIT,Other,Savings,
2024-08-30,grocery Second life reach.,8404.54,DR,Grocery,Expense,
2025-05-15,swiggy Rock money north.,8912.98,Debit,Food Delivery,Expense,
2024-12-28,food Arm identify share.,3097.79,DR,Food,Expense,
2025-03-09,grocery Treat identify.,17043.43,DEBIT,Grocery,Expense,
2025-01-22,paytm Discover call thing.,6751.32,DR,Wallet/Recharge,Expense,
